18/03/2025 08:46:13 Training is starting...
18/03/2025 08:57:30 Epoch 6 train_f_revpbe0_d4: 0.06187596
18/03/2025 08:57:30 Epoch 6 train_e_revpbe0_d4_rmse: 0.01636668
18/03/2025 08:57:30 Epoch 6 train_f_revpbe0_d4_rmse: 0.06187596
18/03/2025 08:57:30 Epoch 6 lr-Adam: 0.01000000
18/03/2025 08:57:30 Epoch 6 val_e_revpbe0_d4_rmse: 0.02136555
18/03/2025 08:57:30 Epoch 6 val_f_revpbe0_d4_rmse: 0.09543258
18/03/2025 08:59:09 Epoch 7 val_loss: 8.78417110
18/03/2025 08:59:09 Epoch 7 train_e_revpbe0_d4: 0.02346310
18/03/2025 08:59:09 Epoch 7 train_f_revpbe0_d4: 0.11908475
18/03/2025 08:59:09 Epoch 7 train_e_revpbe0_d4_rmse: 0.02346310
18/03/2025 08:59:09 Epoch 7 train_f_revpbe0_d4_rmse: 0.11908475
18/03/2025 08:59:09 Epoch 7 lr-Adam: 0.01000000
18/03/2025 08:59:09 Epoch 7 val_e_revpbe0_d4_rmse: 0.00693882
18/03/2025 08:59:09 Epoch 7 val_f_revpbe0_d4_rmse: 0.09045173
18/03/2025 09:00:46 Epoch 8 val_loss: 16.28120041
18/03/2025 09:00:46 Epoch 8 train_e_revpbe0_d4: 0.00112717
18/03/2025 09:00:46 Epoch 8 train_f_revpbe0_d4: 0.11993080
18/03/2025 09:00:46 Epoch 8 train_e_revpbe0_d4_rmse: 0.00112717
18/03/2025 09:00:46 Epoch 8 train_f_revpbe0_d4_rmse: 0.11993080
18/03/2025 09:00:46 Epoch 8 lr-Adam: 0.01000000
18/03/2025 09:00:46 Epoch 8 val_e_revpbe0_d4_rmse: 0.00567043
18/03/2025 09:00:46 Epoch 8 val_f_revpbe0_d4_rmse: 0.12607746
18/03/2025 09:02:23 Epoch 9 val_loss: 10.10120010
18/03/2025 09:02:23 Epoch 9 train_e_revpbe0_d4: 0.00288157
18/03/2025 09:02:23 Epoch 9 train_f_revpbe0_d4: 0.12088683
18/03/2025 09:02:23 Epoch 9 train_e_revpbe0_d4_rmse: 0.00288157
18/03/2025 09:02:23 Epoch 9 train_f_revpbe0_d4_rmse: 0.12088683
18/03/2025 09:02:23 Epoch 9 lr-Adam: 0.01000000
18/03/2025 09:02:23 Epoch 9 val_e_revpbe0_d4_rmse: 0.01059734
18/03/2025 09:02:23 Epoch 9 val_f_revpbe0_d4_rmse: 0.09589993
18/03/2025 09:04:01 Epoch 10 val_loss: 12.13711643
18/03/2025 09:04:01 Epoch 10 train_e_revpbe0_d4: 0.00751992
18/03/2025 09:04:01 Epoch 10 train_f_revpbe0_d4: 0.09397315
18/03/2025 09:04:01 Epoch 10 train_e_revpbe0_d4_rmse: 0.00751992
18/03/2025 09:04:01 Epoch 10 train_f_revpbe0_d4_rmse: 0.09397315
18/03/2025 09:04:01 Epoch 10 lr-Adam: 0.01000000
18/03/2025 09:04:01 Epoch 10 val_e_revpbe0_d4_rmse: 0.00606006
18/03/2025 09:04:01 Epoch 10 val_f_revpbe0_d4_rmse: 0.10670453
18/03/2025 09:05:39 Epoch 11 val_loss: 8.17427444
18/03/2025 09:05:39 Epoch 11 train_e_revpbe0_d4: 0.00360350
18/03/2025 09:05:39 Epoch 11 train_f_revpbe0_d4: 0.13382621
18/03/2025 09:05:39 Epoch 11 train_e_revpbe0_d4_rmse: 0.00360350
18/03/2025 09:05:39 Epoch 11 train_f_revpbe0_d4_rmse: 0.13382621
18/03/2025 09:05:39 Epoch 11 lr-Adam: 0.01000000
18/03/2025 09:05:39 Epoch 11 val_e_revpbe0_d4_rmse: 0.01932251
18/03/2025 09:05:39 Epoch 11 val_f_revpbe0_d4_rmse: 0.08017720
18/03/2025 09:07:15 Epoch 12 val_loss: 7.51046371
18/03/2025 09:07:15 Epoch 12 train_e_revpbe0_d4: 0.01633977
18/03/2025 09:07:15 Epoch 12 train_f_revpbe0_d4: 0.09275549
18/03/2025 09:07:15 Epoch 12 train_e_revpbe0_d4_rmse: 0.01633977
18/03/2025 09:07:15 Epoch 12 train_f_revpbe0_d4_rmse: 0.09275549
18/03/2025 09:07:15 Epoch 12 lr-Adam: 0.01000000
18/03/2025 09:07:15 Epoch 12 val_e_revpbe0_d4_rmse: 0.00609921
18/03/2025 09:07:15 Epoch 12 val_f_revpbe0_d4_rmse: 0.08253229
18/03/2025 09:08:55 Epoch 13 val_loss: 9.34121418
18/03/2025 09:08:55 Epoch 13 train_e_revpbe0_d4: 0.00453511
18/03/2025 09:08:55 Epoch 13 train_f_revpbe0_d4: 0.11967354
18/03/2025 09:08:55 Epoch 13 train_e_revpbe0_d4_rmse: 0.00453511
18/03/2025 09:08:55 Epoch 13 train_f_revpbe0_d4_rmse: 0.11967354
18/03/2025 09:08:55 Epoch 13 lr-Adam: 0.01000000
18/03/2025 09:08:55 Epoch 13 val_e_revpbe0_d4_rmse: 0.01043538
18/03/2025 09:08:55 Epoch 13 val_f_revpbe0_d4_rmse: 0.09235287
18/03/2025 09:10:32 Epoch 14 val_loss: 7.77961874
18/03/2025 09:10:32 Epoch 14 train_e_revpbe0_d4: 0.00305670
18/03/2025 09:10:32 Epoch 14 train_f_revpbe0_d4: 0.08704266
18/03/2025 09:10:32 Epoch 14 train_e_revpbe0_d4_rmse: 0.00305670
18/03/2025 09:10:32 Epoch 14 train_f_revpbe0_d4_rmse: 0.08704266
18/03/2025 09:10:32 Epoch 14 lr-Adam: 0.01000000
18/03/2025 09:10:32 Epoch 14 val_e_revpbe0_d4_rmse: 0.00416209
18/03/2025 09:10:32 Epoch 14 val_f_revpbe0_d4_rmse: 0.08557877
18/03/2025 09:12:09 Epoch 15 val_loss: 8.32682896
18/03/2025 09:12:09 Epoch 15 train_e_revpbe0_d4: 0.00215413
18/03/2025 09:12:09 Epoch 15 train_f_revpbe0_d4: 0.14841248
18/03/2025 09:12:09 Epoch 15 train_e_revpbe0_d4_rmse: 0.00215413
18/03/2025 09:12:09 Epoch 15 train_f_revpbe0_d4_rmse: 0.14841248
18/03/2025 09:12:09 Epoch 15 lr-Adam: 0.01000000
18/03/2025 09:12:09 Epoch 15 val_e_revpbe0_d4_rmse: 0.00886458
18/03/2025 09:12:09 Epoch 15 val_f_revpbe0_d4_rmse: 0.08739428
18/03/2025 09:13:46 Epoch 16 val_loss: 15.09210205
18/03/2025 09:13:46 Epoch 16 train_e_revpbe0_d4: 0.02234826
18/03/2025 09:13:46 Epoch 16 train_f_revpbe0_d4: 0.07500547
18/03/2025 09:13:46 Epoch 16 train_e_revpbe0_d4_rmse: 0.02234826
18/03/2025 09:13:46 Epoch 16 train_f_revpbe0_d4_rmse: 0.07500547
18/03/2025 09:13:46 Epoch 16 lr-Adam: 0.01000000
18/03/2025 09:13:46 Epoch 16 val_e_revpbe0_d4_rmse: 0.03186845
18/03/2025 09:13:46 Epoch 16 val_f_revpbe0_d4_rmse: 0.10463985
18/03/2025 09:15:24 Epoch 17 val_loss: 10.48746395
18/03/2025 09:15:24 Epoch 17 train_e_revpbe0_d4: 0.00211448
18/03/2025 09:15:24 Epoch 17 train_f_revpbe0_d4: 0.06186237
18/03/2025 09:15:24 Epoch 17 train_e_revpbe0_d4_rmse: 0.00211448
18/03/2025 09:15:24 Epoch 17 train_f_revpbe0_d4_rmse: 0.06186237
18/03/2025 09:15:24 Epoch 17 lr-Adam: 0.01000000
18/03/2025 09:15:24 Epoch 17 val_e_revpbe0_d4_rmse: 0.01125755
18/03/2025 09:15:24 Epoch 17 val_f_revpbe0_d4_rmse: 0.09743152
18/03/2025 09:17:01 Epoch 18 val_loss: 9.10361481
18/03/2025 09:17:01 Epoch 18 train_e_revpbe0_d4: 0.02351856
18/03/2025 09:17:01 Epoch 18 train_f_revpbe0_d4: 0.14242484
18/03/2025 09:17:01 Epoch 18 train_e_revpbe0_d4_rmse: 0.02351856
18/03/2025 09:17:01 Epoch 18 train_f_revpbe0_d4_rmse: 0.14242484
18/03/2025 09:17:01 Epoch 18 lr-Adam: 0.01000000
18/03/2025 09:17:01 Epoch 18 val_e_revpbe0_d4_rmse: 0.02294945
18/03/2025 09:17:01 Epoch 18 val_f_revpbe0_d4_rmse: 0.08251025
18/03/2025 09:18:39 Epoch 19 val_loss: 8.24353123
18/03/2025 09:18:39 Epoch 19 train_e_revpbe0_d4: 0.01304547
18/03/2025 09:18:39 Epoch 19 train_f_revpbe0_d4: 0.12315717
18/03/2025 09:18:39 Epoch 19 train_e_revpbe0_d4_rmse: 0.01304547
18/03/2025 09:18:39 Epoch 19 train_f_revpbe0_d4_rmse: 0.12315717
18/03/2025 09:18:39 Epoch 19 lr-Adam: 0.01000000
18/03/2025 09:18:39 Epoch 19 val_e_revpbe0_d4_rmse: 0.00853412
18/03/2025 09:18:39 Epoch 19 val_f_revpbe0_d4_rmse: 0.08732009
18/03/2025 09:20:17 Epoch 20 val_loss: 7.82573318
18/03/2025 09:20:17 Epoch 20 train_e_revpbe0_d4: 0.00851609
18/03/2025 09:20:17 Epoch 20 train_f_revpbe0_d4: 0.09567847
18/03/2025 09:20:17 Epoch 20 train_e_revpbe0_d4_rmse: 0.00851609
18/03/2025 09:20:17 Epoch 20 train_f_revpbe0_d4_rmse: 0.09567847
18/03/2025 09:20:17 Epoch 20 lr-Adam: 0.01000000
18/03/2025 09:20:17 Epoch 20 val_e_revpbe0_d4_rmse: 0.01100896
18/03/2025 09:20:17 Epoch 20 val_f_revpbe0_d4_rmse: 0.08311273
18/03/2025 09:21:55 Epoch 21 val_loss: 6.17158985
18/03/2025 09:21:55 Epoch 21 train_e_revpbe0_d4: 0.01560587
18/03/2025 09:21:55 Epoch 21 train_f_revpbe0_d4: 0.05438165
18/03/2025 09:21:55 Epoch 21 train_e_revpbe0_d4_rmse: 0.01560587
18/03/2025 09:21:55 Epoch 21 train_f_revpbe0_d4_rmse: 0.05438165
18/03/2025 09:21:55 Epoch 21 lr-Adam: 0.01000000
18/03/2025 09:21:55 Epoch 21 val_e_revpbe0_d4_rmse: 0.01449032
18/03/2025 09:21:55 Epoch 21 val_f_revpbe0_d4_rmse: 0.07064622
18/03/2025 09:23:32 Epoch 22 val_loss: 5.52030945
18/03/2025 09:23:32 Epoch 22 train_e_revpbe0_d4: 0.00681239
18/03/2025 09:23:32 Epoch 22 train_f_revpbe0_d4: 0.07900625
18/03/2025 09:23:32 Epoch 22 train_e_revpbe0_d4_rmse: 0.00681239
18/03/2025 09:23:32 Epoch 22 train_f_revpbe0_d4_rmse: 0.07900625
18/03/2025 09:23:32 Epoch 22 lr-Adam: 0.01000000
18/03/2025 09:23:32 Epoch 22 val_e_revpbe0_d4_rmse: 0.00288268
18/03/2025 09:23:32 Epoch 22 val_f_revpbe0_d4_rmse: 0.07121226
18/03/2025 09:25:09 Epoch 23 val_loss: 7.54973745
18/03/2025 09:25:09 Epoch 23 train_e_revpbe0_d4: 0.02362336
18/03/2025 09:25:09 Epoch 23 train_f_revpbe0_d4: 0.09689914
18/03/2025 09:25:09 Epoch 23 train_e_revpbe0_d4_rmse: 0.02362336
18/03/2025 09:25:09 Epoch 23 train_f_revpbe0_d4_rmse: 0.09689914
18/03/2025 09:25:09 Epoch 23 lr-Adam: 0.01000000
18/03/2025 09:25:09 Epoch 23 val_e_revpbe0_d4_rmse: 0.01082642
18/03/2025 09:25:09 Epoch 23 val_f_revpbe0_d4_rmse: 0.08198459
18/03/2025 09:26:48 Epoch 24 val_loss: 7.88606834
18/03/2025 09:26:48 Epoch 24 train_e_revpbe0_d4: 0.01469133
18/03/2025 09:26:48 Epoch 24 train_f_revpbe0_d4: 0.06254061
18/03/2025 09:26:48 Epoch 24 train_e_revpbe0_d4_rmse: 0.01469133
18/03/2025 09:26:48 Epoch 24 train_f_revpbe0_d4_rmse: 0.06254061
18/03/2025 09:26:48 Epoch 24 lr-Adam: 0.01000000
18/03/2025 09:26:48 Epoch 24 val_e_revpbe0_d4_rmse: 0.00203021
18/03/2025 09:26:48 Epoch 24 val_f_revpbe0_d4_rmse: 0.08535518
18/03/2025 09:28:26 Epoch 25 val_loss: 8.84150982
18/03/2025 09:28:26 Epoch 25 train_e_revpbe0_d4: 0.00501033
18/03/2025 09:28:26 Epoch 25 train_f_revpbe0_d4: 0.08531324
18/03/2025 09:28:26 Epoch 25 train_e_revpbe0_d4_rmse: 0.00501033
18/03/2025 09:28:26 Epoch 25 train_f_revpbe0_d4_rmse: 0.08531324
18/03/2025 09:28:26 Epoch 25 lr-Adam: 0.01000000
18/03/2025 09:28:26 Epoch 25 val_e_revpbe0_d4_rmse: 0.00845295
18/03/2025 09:28:26 Epoch 25 val_f_revpbe0_d4_rmse: 0.09103241
18/03/2025 09:30:04 Epoch 26 val_loss: 7.81382418
18/03/2025 09:30:04 Epoch 26 train_e_revpbe0_d4: 0.02803336
18/03/2025 09:30:04 Epoch 26 train_f_revpbe0_d4: 0.05803581
18/03/2025 09:30:04 Epoch 26 train_e_revpbe0_d4_rmse: 0.02803336
18/03/2025 09:30:04 Epoch 26 train_f_revpbe0_d4_rmse: 0.05803581
18/03/2025 09:30:04 Epoch 26 lr-Adam: 0.01000000
18/03/2025 09:30:04 Epoch 26 val_e_revpbe0_d4_rmse: 0.01480723
18/03/2025 09:30:04 Epoch 26 val_f_revpbe0_d4_rmse: 0.08125730
18/03/2025 09:31:43 Epoch 27 val_loss: 5.51427460
18/03/2025 09:31:43 Epoch 27 train_e_revpbe0_d4: 0.01506121
18/03/2025 09:31:43 Epoch 27 train_f_revpbe0_d4: 0.04727411
18/03/2025 09:31:43 Epoch 27 train_e_revpbe0_d4_rmse: 0.01506121
18/03/2025 09:31:43 Epoch 27 train_f_revpbe0_d4_rmse: 0.04727411
18/03/2025 09:31:43 Epoch 27 lr-Adam: 0.01000000
18/03/2025 09:31:43 Epoch 27 val_e_revpbe0_d4_rmse: 0.00350493
18/03/2025 09:31:43 Epoch 27 val_f_revpbe0_d4_rmse: 0.07170695
18/03/2025 09:33:21 Epoch 28 val_loss: 7.99909067
18/03/2025 09:33:21 Epoch 28 train_e_revpbe0_d4: 0.00462397
18/03/2025 09:33:21 Epoch 28 train_f_revpbe0_d4: 0.06474573
18/03/2025 09:33:21 Epoch 28 train_e_revpbe0_d4_rmse: 0.00462397
18/03/2025 09:33:21 Epoch 28 train_f_revpbe0_d4_rmse: 0.06474573
18/03/2025 09:33:21 Epoch 28 lr-Adam: 0.01000000
18/03/2025 09:33:21 Epoch 28 val_e_revpbe0_d4_rmse: 0.00236143
18/03/2025 09:33:21 Epoch 28 val_f_revpbe0_d4_rmse: 0.08642305
18/03/2025 09:34:57 Epoch 29 val_loss: 6.00506639
18/03/2025 09:34:57 Epoch 29 train_e_revpbe0_d4: 0.00822951
18/03/2025 09:34:57 Epoch 29 train_f_revpbe0_d4: 0.06137863
18/03/2025 09:34:57 Epoch 29 train_e_revpbe0_d4_rmse: 0.00822951
18/03/2025 09:34:57 Epoch 29 train_f_revpbe0_d4_rmse: 0.06137863
18/03/2025 09:34:57 Epoch 29 lr-Adam: 0.01000000
18/03/2025 09:34:57 Epoch 29 val_e_revpbe0_d4_rmse: 0.00696790
18/03/2025 09:34:57 Epoch 29 val_f_revpbe0_d4_rmse: 0.07332361
18/03/2025 09:36:33 Epoch 30 val_loss: 8.14853859
18/03/2025 09:36:33 Epoch 30 train_e_revpbe0_d4: 0.01153524
18/03/2025 09:36:33 Epoch 30 train_f_revpbe0_d4: 0.08354360
18/03/2025 09:36:33 Epoch 30 train_e_revpbe0_d4_rmse: 0.01153524
18/03/2025 09:36:33 Epoch 30 train_f_revpbe0_d4_rmse: 0.08354360
18/03/2025 09:36:33 Epoch 30 lr-Adam: 0.01000000
18/03/2025 09:36:33 Epoch 30 val_e_revpbe0_d4_rmse: 0.00450322
18/03/2025 09:36:33 Epoch 30 val_f_revpbe0_d4_rmse: 0.08765632
18/03/2025 09:38:10 Epoch 31 val_loss: 13.16679955
18/03/2025 09:38:10 Epoch 31 train_e_revpbe0_d4: 0.01209622
18/03/2025 09:38:10 Epoch 31 train_f_revpbe0_d4: 0.09107280
18/03/2025 09:38:10 Epoch 31 train_e_revpbe0_d4_rmse: 0.01209622
18/03/2025 09:38:10 Epoch 31 train_f_revpbe0_d4_rmse: 0.09107280
18/03/2025 09:38:10 Epoch 31 lr-Adam: 0.01000000
18/03/2025 09:38:10 Epoch 31 val_e_revpbe0_d4_rmse: 0.00544682
18/03/2025 09:38:10 Epoch 31 val_f_revpbe0_d4_rmse: 0.11312921
18/03/2025 09:39:47 Epoch 32 val_loss: 5.02967834
18/03/2025 09:39:47 Epoch 32 train_e_revpbe0_d4: 0.00989794
18/03/2025 09:39:47 Epoch 32 train_f_revpbe0_d4: 0.05521580
18/03/2025 09:39:47 Epoch 32 train_e_revpbe0_d4_rmse: 0.00989794
18/03/2025 09:39:47 Epoch 32 train_f_revpbe0_d4_rmse: 0.05521580
18/03/2025 09:39:47 Epoch 32 lr-Adam: 0.01000000
18/03/2025 09:39:47 Epoch 32 val_e_revpbe0_d4_rmse: 0.00441048
18/03/2025 09:39:47 Epoch 32 val_f_revpbe0_d4_rmse: 0.06604006
18/03/2025 09:41:24 Epoch 33 val_loss: 6.99475908
18/03/2025 09:41:24 Epoch 33 train_e_revpbe0_d4: 0.01607256
18/03/2025 09:41:24 Epoch 33 train_f_revpbe0_d4: 0.05503741
18/03/2025 09:41:24 Epoch 33 train_e_revpbe0_d4_rmse: 0.01607256
18/03/2025 09:41:24 Epoch 33 train_f_revpbe0_d4_rmse: 0.05503741
18/03/2025 09:41:24 Epoch 33 lr-Adam: 0.01000000
18/03/2025 09:41:24 Epoch 33 val_e_revpbe0_d4_rmse: 0.00157381
18/03/2025 09:41:24 Epoch 33 val_f_revpbe0_d4_rmse: 0.08155677
18/03/2025 09:43:00 Epoch 34 val_loss: 4.01728487
18/03/2025 09:43:00 Epoch 34 train_e_revpbe0_d4: 0.01037393
18/03/2025 09:43:00 Epoch 34 train_f_revpbe0_d4: 0.07637910
18/03/2025 09:43:00 Epoch 34 train_e_revpbe0_d4_rmse: 0.01037393
18/03/2025 09:43:00 Epoch 34 train_f_revpbe0_d4_rmse: 0.07637910
18/03/2025 09:43:00 Epoch 34 lr-Adam: 0.01000000
18/03/2025 09:43:00 Epoch 34 val_e_revpbe0_d4_rmse: 0.00639628
18/03/2025 09:43:00 Epoch 34 val_f_revpbe0_d4_rmse: 0.05851423
18/03/2025 09:44:36 Epoch 35 val_loss: 13.75293922
18/03/2025 09:44:36 Epoch 35 train_e_revpbe0_d4: 0.00485693
18/03/2025 09:44:36 Epoch 35 train_f_revpbe0_d4: 0.06182076
18/03/2025 09:44:36 Epoch 35 train_e_revpbe0_d4_rmse: 0.00485693
18/03/2025 09:44:36 Epoch 35 train_f_revpbe0_d4_rmse: 0.06182076
18/03/2025 09:44:36 Epoch 35 lr-Adam: 0.01000000
18/03/2025 09:44:36 Epoch 35 val_e_revpbe0_d4_rmse: 0.00283863
18/03/2025 09:44:36 Epoch 35 val_f_revpbe0_d4_rmse: 0.11617699
18/03/2025 09:46:13 Epoch 36 val_loss: 5.64050055
18/03/2025 09:46:13 Epoch 36 train_e_revpbe0_d4: 0.01084709
18/03/2025 09:46:13 Epoch 36 train_f_revpbe0_d4: 0.07203355
18/03/2025 09:46:13 Epoch 36 train_e_revpbe0_d4_rmse: 0.01084709
18/03/2025 09:46:13 Epoch 36 train_f_revpbe0_d4_rmse: 0.07203355
18/03/2025 09:46:13 Epoch 36 lr-Adam: 0.01000000
18/03/2025 09:46:13 Epoch 36 val_e_revpbe0_d4_rmse: 0.00660529
18/03/2025 09:46:13 Epoch 36 val_f_revpbe0_d4_rmse: 0.07108626
18/03/2025 09:47:49 Epoch 37 val_loss: 6.01346922
18/03/2025 09:47:49 Epoch 37 train_e_revpbe0_d4: 0.00627922
18/03/2025 09:47:49 Epoch 37 train_f_revpbe0_d4: 0.06796210
18/03/2025 09:47:49 Epoch 37 train_e_revpbe0_d4_rmse: 0.00627922
18/03/2025 09:47:49 Epoch 37 train_f_revpbe0_d4_rmse: 0.06796210
18/03/2025 09:47:49 Epoch 37 lr-Adam: 0.01000000
18/03/2025 09:47:49 Epoch 37 val_e_revpbe0_d4_rmse: 0.00705627
18/03/2025 09:47:49 Epoch 37 val_f_revpbe0_d4_rmse: 0.07294127
18/03/2025 09:49:27 Epoch 38 val_loss: 7.40542126
18/03/2025 09:49:27 Epoch 38 train_e_revpbe0_d4: 0.00875510
18/03/2025 09:49:27 Epoch 38 train_f_revpbe0_d4: 0.05885918
18/03/2025 09:49:27 Epoch 38 train_e_revpbe0_d4_rmse: 0.00875510
18/03/2025 09:49:27 Epoch 38 train_f_revpbe0_d4_rmse: 0.05885918
18/03/2025 09:49:27 Epoch 38 lr-Adam: 0.01000000
18/03/2025 09:49:27 Epoch 38 val_e_revpbe0_d4_rmse: 0.01000809
18/03/2025 09:49:27 Epoch 38 val_f_revpbe0_d4_rmse: 0.08128296
18/03/2025 09:51:04 Epoch 39 val_loss: 7.32183981
18/03/2025 09:51:04 Epoch 39 train_e_revpbe0_d4: 0.00647801
18/03/2025 09:51:04 Epoch 39 train_f_revpbe0_d4: 0.13199492
18/03/2025 09:51:04 Epoch 39 train_e_revpbe0_d4_rmse: 0.00647801
18/03/2025 09:51:04 Epoch 39 train_f_revpbe0_d4_rmse: 0.13199492
18/03/2025 09:51:04 Epoch 39 lr-Adam: 0.01000000
18/03/2025 09:51:04 Epoch 39 val_e_revpbe0_d4_rmse: 0.00310426
18/03/2025 09:51:04 Epoch 39 val_f_revpbe0_d4_rmse: 0.08277414
18/03/2025 09:52:41 Epoch 40 val_loss: 6.57760334
18/03/2025 09:52:41 Epoch 40 train_e_revpbe0_d4: 0.01513331
18/03/2025 09:52:41 Epoch 40 train_f_revpbe0_d4: 0.04824226
18/03/2025 09:52:41 Epoch 40 train_e_revpbe0_d4_rmse: 0.01513331
18/03/2025 09:52:41 Epoch 40 train_f_revpbe0_d4_rmse: 0.04824226
18/03/2025 09:52:41 Epoch 40 lr-Adam: 0.01000000
18/03/2025 09:52:41 Epoch 40 val_e_revpbe0_d4_rmse: 0.02360532
18/03/2025 09:52:41 Epoch 40 val_f_revpbe0_d4_rmse: 0.06240219
18/03/2025 09:54:18 Epoch 41 val_loss: 7.76425886
18/03/2025 09:54:18 Epoch 41 train_e_revpbe0_d4: 0.03523052
18/03/2025 09:54:18 Epoch 41 train_f_revpbe0_d4: 0.09768867
18/03/2025 09:54:18 Epoch 41 train_e_revpbe0_d4_rmse: 0.03523052
18/03/2025 09:54:18 Epoch 41 train_f_revpbe0_d4_rmse: 0.09768867
18/03/2025 09:54:18 Epoch 41 lr-Adam: 0.01000000
18/03/2025 09:54:18 Epoch 41 val_e_revpbe0_d4_rmse: 0.02046368
18/03/2025 09:54:18 Epoch 41 val_f_revpbe0_d4_rmse: 0.07639632
18/03/2025 09:55:55 Epoch 42 val_loss: 5.85867548
18/03/2025 09:55:55 Epoch 42 train_e_revpbe0_d4: 0.00757685
18/03/2025 09:55:55 Epoch 42 train_f_revpbe0_d4: 0.05835728
18/03/2025 09:55:55 Epoch 42 train_e_revpbe0_d4_rmse: 0.00757685
18/03/2025 09:55:55 Epoch 42 train_f_revpbe0_d4_rmse: 0.05835728
18/03/2025 09:55:55 Epoch 42 lr-Adam: 0.01000000
18/03/2025 09:55:55 Epoch 42 val_e_revpbe0_d4_rmse: 0.00682984
18/03/2025 09:55:55 Epoch 42 val_f_revpbe0_d4_rmse: 0.07017221
18/03/2025 09:57:32 Epoch 43 val_loss: 5.71621037
18/03/2025 09:57:32 Epoch 43 train_e_revpbe0_d4: 0.01578290
18/03/2025 09:57:32 Epoch 43 train_f_revpbe0_d4: 0.07904135
