17/03/2025 20:44:59 Training is starting...
18/03/2025 00:08:56 Epoch 4 val_loss: 25.01670837
18/03/2025 00:08:56 Epoch 4 train_e_pbe_d4: 0.00857517
18/03/2025 00:08:56 Epoch 4 train_f_pbe_d4: 0.07941564
18/03/2025 00:08:56 Epoch 4 train_e_pbe_d4_rmse: 0.00857517
18/03/2025 00:08:56 Epoch 4 train_f_pbe_d4_rmse: 0.07941564
18/03/2025 00:08:56 Epoch 4 lr-Adam: 0.01000000
18/03/2025 00:08:56 Epoch 4 val_e_pbe_d4_rmse: 0.02766864
18/03/2025 00:08:56 Epoch 4 val_f_pbe_d4_rmse: 0.14641979
18/03/2025 01:21:27 Epoch 5 val_loss: 15.55798531
18/03/2025 01:21:27 Epoch 5 train_e_pbe_d4: 0.01094372
18/03/2025 01:21:27 Epoch 5 train_f_pbe_d4: 0.13124247
18/03/2025 01:21:27 Epoch 5 train_e_pbe_d4_rmse: 0.01094372
18/03/2025 01:21:27 Epoch 5 train_f_pbe_d4_rmse: 0.13124247
18/03/2025 01:21:27 Epoch 5 lr-Adam: 0.01000000
18/03/2025 01:21:27 Epoch 5 val_e_pbe_d4_rmse: 0.01786771
18/03/2025 01:21:27 Epoch 5 val_f_pbe_d4_rmse: 0.11712463
18/03/2025 02:33:37 Epoch 6 val_loss: 22.64974022
18/03/2025 02:33:37 Epoch 6 train_e_pbe_d4: 0.02703638
18/03/2025 02:33:37 Epoch 6 train_f_pbe_d4: 0.14868720
18/03/2025 02:33:37 Epoch 6 train_e_pbe_d4_rmse: 0.02703638
18/03/2025 02:33:37 Epoch 6 train_f_pbe_d4_rmse: 0.14868720
18/03/2025 02:33:37 Epoch 6 lr-Adam: 0.01000000
18/03/2025 02:33:37 Epoch 6 val_e_pbe_d4_rmse: 0.04363927
18/03/2025 02:33:37 Epoch 6 val_f_pbe_d4_rmse: 0.12310553
18/03/2025 03:45:42 Epoch 7 val_loss: 7.51776457
18/03/2025 03:45:42 Epoch 7 train_e_pbe_d4: 0.00899262
18/03/2025 03:45:42 Epoch 7 train_f_pbe_d4: 0.11285459
18/03/2025 03:45:42 Epoch 7 train_e_pbe_d4_rmse: 0.00899262
18/03/2025 03:45:42 Epoch 7 train_f_pbe_d4_rmse: 0.11285459
18/03/2025 03:45:42 Epoch 7 lr-Adam: 0.01000000
18/03/2025 03:45:42 Epoch 7 val_e_pbe_d4_rmse: 0.01656406
18/03/2025 03:45:42 Epoch 7 val_f_pbe_d4_rmse: 0.07687917
18/03/2025 04:58:08 Epoch 8 val_loss: 10.36491585
18/03/2025 04:58:08 Epoch 8 train_e_pbe_d4: 0.00593408
18/03/2025 04:58:08 Epoch 8 train_f_pbe_d4: 0.11469635
18/03/2025 04:58:08 Epoch 8 train_e_pbe_d4_rmse: 0.00593408
18/03/2025 04:58:08 Epoch 8 train_f_pbe_d4_rmse: 0.11469635
18/03/2025 04:58:08 Epoch 8 lr-Adam: 0.01000000
18/03/2025 04:58:08 Epoch 8 val_e_pbe_d4_rmse: 0.00802350
18/03/2025 04:58:08 Epoch 8 val_f_pbe_d4_rmse: 0.09745178
18/03/2025 06:10:43 Epoch 9 val_loss: 29.30800247
18/03/2025 06:10:43 Epoch 9 train_e_pbe_d4: 0.00688480
18/03/2025 06:10:43 Epoch 9 train_f_pbe_d4: 0.14933710
18/03/2025 06:10:43 Epoch 9 train_e_pbe_d4_rmse: 0.00688480
18/03/2025 06:10:43 Epoch 9 train_f_pbe_d4_rmse: 0.14933710
18/03/2025 06:10:43 Epoch 9 lr-Adam: 0.01000000
18/03/2025 06:10:43 Epoch 9 val_e_pbe_d4_rmse: 0.00936377
18/03/2025 06:10:43 Epoch 9 val_f_pbe_d4_rmse: 0.16712314
18/03/2025 07:23:14 Epoch 10 val_loss: 25.65216446
18/03/2025 07:23:14 Epoch 10 train_e_pbe_d4: 0.00463743
18/03/2025 07:23:14 Epoch 10 train_f_pbe_d4: 0.14975619
18/03/2025 07:23:14 Epoch 10 train_e_pbe_d4_rmse: 0.00463743
18/03/2025 07:23:14 Epoch 10 train_f_pbe_d4_rmse: 0.14975619
18/03/2025 07:23:14 Epoch 10 lr-Adam: 0.01000000
18/03/2025 07:23:14 Epoch 10 val_e_pbe_d4_rmse: 0.00381139
18/03/2025 07:23:14 Epoch 10 val_f_pbe_d4_rmse: 0.15863867
18/03/2025 08:35:21 Epoch 11 val_loss: 27.13045120
18/03/2025 08:35:21 Epoch 11 train_e_pbe_d4: 0.00464905
18/03/2025 08:35:21 Epoch 11 train_f_pbe_d4: 0.12733115
18/03/2025 08:35:21 Epoch 11 train_e_pbe_d4_rmse: 0.00464905
18/03/2025 08:35:21 Epoch 11 train_f_pbe_d4_rmse: 0.12733115
18/03/2025 08:35:21 Epoch 11 lr-Adam: 0.01000000
18/03/2025 08:35:21 Epoch 11 val_e_pbe_d4_rmse: 0.02176326
18/03/2025 08:35:21 Epoch 11 val_f_pbe_d4_rmse: 0.15681450
27/03/2025 13:24:33 Training is starting...
27/03/2025 13:26:02 Epoch 0 val_loss: 55.47135925
27/03/2025 13:26:02 Epoch 0 train_e_pbe_d4: 0.05930353
27/03/2025 13:26:02 Epoch 0 train_f_pbe_d4: 0.24503644
27/03/2025 13:26:02 Epoch 0 train_e_pbe_d4_rmse: 0.05930353
27/03/2025 13:26:02 Epoch 0 train_f_pbe_d4_rmse: 0.24503644
27/03/2025 13:26:02 Epoch 0 lr-Adam: 0.01000000
27/03/2025 13:26:02 Epoch 0 val_e_pbe_d4_rmse: 0.01833096
27/03/2025 13:26:02 Epoch 0 val_f_pbe_d4_rmse: 0.23059438
27/03/2025 13:27:39 Epoch 1 val_loss: 28.26695824
27/03/2025 13:27:39 Epoch 1 train_e_pbe_d4: 0.01369044
27/03/2025 13:27:39 Epoch 1 train_f_pbe_d4: 0.18936077
27/03/2025 13:27:39 Epoch 1 train_e_pbe_d4_rmse: 0.01369044
27/03/2025 13:27:39 Epoch 1 train_f_pbe_d4_rmse: 0.18936077
27/03/2025 13:27:39 Epoch 1 lr-Adam: 0.01000000
27/03/2025 13:27:39 Epoch 1 val_e_pbe_d4_rmse: 0.01459572
27/03/2025 13:27:39 Epoch 1 val_f_pbe_d4_rmse: 0.16353548
27/03/2025 13:29:16 Epoch 2 val_loss: 18.49775505
27/03/2025 13:29:16 Epoch 2 train_e_pbe_d4: 0.04586298
27/03/2025 13:29:16 Epoch 2 train_f_pbe_d4: 0.10098217
27/03/2025 13:29:16 Epoch 2 train_e_pbe_d4_rmse: 0.04586298
27/03/2025 13:29:16 Epoch 2 train_f_pbe_d4_rmse: 0.10098217
27/03/2025 13:29:16 Epoch 2 lr-Adam: 0.01000000
27/03/2025 13:29:16 Epoch 2 val_e_pbe_d4_rmse: 0.00554836
27/03/2025 13:29:16 Epoch 2 val_f_pbe_d4_rmse: 0.13414089
27/03/2025 13:30:53 Epoch 3 val_loss: 24.47234154
27/03/2025 13:30:53 Epoch 3 train_e_pbe_d4: 0.03893471
27/03/2025 13:30:53 Epoch 3 train_f_pbe_d4: 0.15696634
27/03/2025 13:30:53 Epoch 3 train_e_pbe_d4_rmse: 0.03893471
27/03/2025 13:30:53 Epoch 3 train_f_pbe_d4_rmse: 0.15696634
27/03/2025 13:30:53 Epoch 3 lr-Adam: 0.01000000
27/03/2025 13:30:53 Epoch 3 val_e_pbe_d4_rmse: 0.03260241
27/03/2025 13:30:53 Epoch 3 val_f_pbe_d4_rmse: 0.13766755
27/03/2025 13:32:29 Epoch 4 val_loss: 32.72997665
27/03/2025 13:32:29 Epoch 4 train_e_pbe_d4: 0.00201759
27/03/2025 13:32:29 Epoch 4 train_f_pbe_d4: 0.16110645
27/03/2025 13:32:29 Epoch 4 train_e_pbe_d4_rmse: 0.00201759
27/03/2025 13:32:29 Epoch 4 train_f_pbe_d4_rmse: 0.16110645
27/03/2025 13:32:29 Epoch 4 lr-Adam: 0.01000000
27/03/2025 13:32:29 Epoch 4 val_e_pbe_d4_rmse: 0.00806575
27/03/2025 13:32:29 Epoch 4 val_f_pbe_d4_rmse: 0.17886178
27/03/2025 13:34:07 Epoch 5 val_loss: 11.67951679
27/03/2025 13:34:07 Epoch 5 train_e_pbe_d4: 0.00690521
27/03/2025 13:34:07 Epoch 5 train_f_pbe_d4: 0.11119001
27/03/2025 13:34:07 Epoch 5 train_e_pbe_d4_rmse: 0.00690521
27/03/2025 13:34:07 Epoch 5 train_f_pbe_d4_rmse: 0.11119001
27/03/2025 13:34:07 Epoch 5 lr-Adam: 0.01000000
27/03/2025 13:34:07 Epoch 5 val_e_pbe_d4_rmse: 0.02767983
27/03/2025 13:34:07 Epoch 5 val_f_pbe_d4_rmse: 0.09127069
27/03/2025 13:35:44 Epoch 6 val_loss: 8.75022125
27/03/2025 13:35:44 Epoch 6 train_e_pbe_d4: 0.03110522
27/03/2025 13:35:44 Epoch 6 train_f_pbe_d4: 0.05358718
27/03/2025 13:35:44 Epoch 6 train_e_pbe_d4_rmse: 0.03110522
27/03/2025 13:35:44 Epoch 6 train_f_pbe_d4_rmse: 0.05358718
27/03/2025 13:35:44 Epoch 6 lr-Adam: 0.01000000
27/03/2025 13:35:44 Epoch 6 val_e_pbe_d4_rmse: 0.00269779
27/03/2025 13:35:44 Epoch 6 val_f_pbe_d4_rmse: 0.09081724
27/03/2025 13:37:21 Epoch 7 val_loss: 9.24541473
27/03/2025 13:37:21 Epoch 7 train_e_pbe_d4: 0.00674407
27/03/2025 13:37:21 Epoch 7 train_f_pbe_d4: 0.11374743
27/03/2025 13:37:21 Epoch 7 train_e_pbe_d4_rmse: 0.00674407
27/03/2025 13:37:21 Epoch 7 train_f_pbe_d4_rmse: 0.11374743
27/03/2025 13:37:21 Epoch 7 lr-Adam: 0.01000000
27/03/2025 13:37:21 Epoch 7 val_e_pbe_d4_rmse: 0.00265723
27/03/2025 13:37:21 Epoch 7 val_f_pbe_d4_rmse: 0.09437270
27/03/2025 13:38:59 Epoch 8 val_loss: 23.20558167
27/03/2025 13:38:59 Epoch 8 train_e_pbe_d4: 0.00946018
27/03/2025 13:38:59 Epoch 8 train_f_pbe_d4: 0.15208974
27/03/2025 13:38:59 Epoch 8 train_e_pbe_d4_rmse: 0.00946018
27/03/2025 13:38:59 Epoch 8 train_f_pbe_d4_rmse: 0.15208974
27/03/2025 13:38:59 Epoch 8 lr-Adam: 0.01000000
27/03/2025 13:38:59 Epoch 8 val_e_pbe_d4_rmse: 0.00800716
27/03/2025 13:38:59 Epoch 8 val_f_pbe_d4_rmse: 0.14460580
27/03/2025 13:40:36 Epoch 9 val_loss: 13.51411724
27/03/2025 13:40:36 Epoch 9 train_e_pbe_d4: 0.02018563
27/03/2025 13:40:36 Epoch 9 train_f_pbe_d4: 0.08596604
27/03/2025 13:40:36 Epoch 9 train_e_pbe_d4_rmse: 0.02018563
27/03/2025 13:40:36 Epoch 9 train_f_pbe_d4_rmse: 0.08596604
27/03/2025 13:40:36 Epoch 9 lr-Adam: 0.01000000
27/03/2025 13:40:36 Epoch 9 val_e_pbe_d4_rmse: 0.03930264
27/03/2025 13:40:36 Epoch 9 val_f_pbe_d4_rmse: 0.08460229
27/03/2025 13:42:12 Epoch 10 val_loss: 8.34543419
27/03/2025 13:42:12 Epoch 10 train_e_pbe_d4: 0.00781835
27/03/2025 13:42:12 Epoch 10 train_f_pbe_d4: 0.05895955
27/03/2025 13:42:12 Epoch 10 train_e_pbe_d4_rmse: 0.00781835
27/03/2025 13:42:12 Epoch 10 train_f_pbe_d4_rmse: 0.05895955
27/03/2025 13:42:12 Epoch 10 lr-Adam: 0.01000000
27/03/2025 13:42:12 Epoch 10 val_e_pbe_d4_rmse: 0.00913086
27/03/2025 13:42:12 Epoch 10 val_f_pbe_d4_rmse: 0.08778290
27/03/2025 13:43:49 Epoch 11 val_loss: 8.61518097
27/03/2025 13:43:50 Epoch 11 train_e_pbe_d4: 0.00108119
27/03/2025 13:43:50 Epoch 11 train_f_pbe_d4: 0.08467826
27/03/2025 13:43:50 Epoch 11 train_e_pbe_d4_rmse: 0.00108119
27/03/2025 13:43:50 Epoch 11 train_f_pbe_d4_rmse: 0.08467826
27/03/2025 13:43:50 Epoch 11 lr-Adam: 0.01000000
27/03/2025 13:43:50 Epoch 11 val_e_pbe_d4_rmse: 0.02448984
27/03/2025 13:43:50 Epoch 11 val_f_pbe_d4_rmse: 0.07758764
27/03/2025 13:45:27 Epoch 12 val_loss: 11.40128231
27/03/2025 13:45:27 Epoch 12 train_e_pbe_d4: 0.00563764
27/03/2025 13:45:27 Epoch 12 train_f_pbe_d4: 0.08558392
27/03/2025 13:45:27 Epoch 12 train_e_pbe_d4_rmse: 0.00563764
27/03/2025 13:45:27 Epoch 12 train_f_pbe_d4_rmse: 0.08558392
27/03/2025 13:45:27 Epoch 12 lr-Adam: 0.01000000
27/03/2025 13:45:27 Epoch 12 val_e_pbe_d4_rmse: 0.00630576
27/03/2025 13:45:27 Epoch 12 val_f_pbe_d4_rmse: 0.10281440
27/03/2025 13:47:04 Epoch 13 val_loss: 8.39437103
27/03/2025 13:47:04 Epoch 13 train_e_pbe_d4: 0.00188126
27/03/2025 13:47:04 Epoch 13 train_f_pbe_d4: 0.10472019
27/03/2025 13:47:04 Epoch 13 train_e_pbe_d4_rmse: 0.00188126
27/03/2025 13:47:04 Epoch 13 train_f_pbe_d4_rmse: 0.10472019
27/03/2025 13:47:04 Epoch 13 lr-Adam: 0.01000000
27/03/2025 13:47:04 Epoch 13 val_e_pbe_d4_rmse: 0.00759698
27/03/2025 13:47:04 Epoch 13 val_f_pbe_d4_rmse: 0.08890007
27/03/2025 13:48:41 Epoch 14 val_loss: 9.86201763
27/03/2025 13:48:41 Epoch 14 train_e_pbe_d4: 0.00718103
27/03/2025 13:48:41 Epoch 14 train_f_pbe_d4: 0.07137027
27/03/2025 13:48:41 Epoch 14 train_e_pbe_d4_rmse: 0.00718103
27/03/2025 13:48:41 Epoch 14 train_f_pbe_d4_rmse: 0.07137027
27/03/2025 13:48:41 Epoch 14 lr-Adam: 0.01000000
27/03/2025 13:48:41 Epoch 14 val_e_pbe_d4_rmse: 0.00449671
27/03/2025 13:48:41 Epoch 14 val_f_pbe_d4_rmse: 0.09785809
27/03/2025 13:50:18 Epoch 15 val_loss: 14.64386654
27/03/2025 13:50:18 Epoch 15 train_e_pbe_d4: 0.00797772
27/03/2025 13:50:18 Epoch 15 train_f_pbe_d4: 0.08746528
27/03/2025 13:50:18 Epoch 15 train_e_pbe_d4_rmse: 0.00797772
27/03/2025 13:50:18 Epoch 15 train_f_pbe_d4_rmse: 0.08746528
27/03/2025 13:50:18 Epoch 15 lr-Adam: 0.01000000
27/03/2025 13:50:18 Epoch 15 val_e_pbe_d4_rmse: 0.00643680
27/03/2025 13:50:18 Epoch 15 val_f_pbe_d4_rmse: 0.11885069
27/03/2025 13:51:55 Epoch 16 val_loss: 6.53589106
27/03/2025 13:51:55 Epoch 16 train_e_pbe_d4: 0.01631496
27/03/2025 13:51:55 Epoch 16 train_f_pbe_d4: 0.07400467
27/03/2025 13:51:55 Epoch 16 train_e_pbe_d4_rmse: 0.01631496
27/03/2025 13:51:55 Epoch 16 train_f_pbe_d4_rmse: 0.07400467
27/03/2025 13:51:55 Epoch 16 lr-Adam: 0.01000000
27/03/2025 13:51:55 Epoch 16 val_e_pbe_d4_rmse: 0.01331419
27/03/2025 13:51:55 Epoch 16 val_f_pbe_d4_rmse: 0.07375928
27/03/2025 13:53:32 Epoch 17 val_loss: 18.73590851
27/03/2025 13:53:32 Epoch 17 train_e_pbe_d4: 0.00481246
27/03/2025 13:53:32 Epoch 17 train_f_pbe_d4: 0.10823663
27/03/2025 13:53:32 Epoch 17 train_e_pbe_d4_rmse: 0.00481246
27/03/2025 13:53:32 Epoch 17 train_f_pbe_d4_rmse: 0.10823663
27/03/2025 13:53:32 Epoch 17 lr-Adam: 0.01000000
27/03/2025 13:53:32 Epoch 17 val_e_pbe_d4_rmse: 0.01410833
27/03/2025 13:53:32 Epoch 17 val_f_pbe_d4_rmse: 0.13332354
27/03/2025 13:55:09 Epoch 18 val_loss: 17.88255119
27/03/2025 13:55:09 Epoch 18 train_e_pbe_d4: 0.02974043
27/03/2025 13:55:09 Epoch 18 train_f_pbe_d4: 0.16323403
27/03/2025 13:55:09 Epoch 18 train_e_pbe_d4_rmse: 0.02974043
27/03/2025 13:55:09 Epoch 18 train_f_pbe_d4_rmse: 0.16323403
27/03/2025 13:55:09 Epoch 18 lr-Adam: 0.01000000
27/03/2025 13:55:09 Epoch 18 val_e_pbe_d4_rmse: 0.04862011
27/03/2025 13:55:09 Epoch 18 val_f_pbe_d4_rmse: 0.09352070
27/03/2025 13:56:46 Epoch 19 val_loss: 8.74317074
27/03/2025 13:56:46 Epoch 19 train_e_pbe_d4: 0.01161650
27/03/2025 13:56:46 Epoch 19 train_f_pbe_d4: 0.07549436
27/03/2025 13:56:46 Epoch 19 train_e_pbe_d4_rmse: 0.01161650
27/03/2025 13:56:46 Epoch 19 train_f_pbe_d4_rmse: 0.07549436
27/03/2025 13:56:46 Epoch 19 lr-Adam: 0.01000000
27/03/2025 13:56:46 Epoch 19 val_e_pbe_d4_rmse: 0.02298897
27/03/2025 13:56:46 Epoch 19 val_f_pbe_d4_rmse: 0.08047768
27/03/2025 13:58:23 Epoch 20 val_loss: 9.76984882
27/03/2025 13:58:23 Epoch 20 train_e_pbe_d4: 0.01472552
27/03/2025 13:58:23 Epoch 20 train_f_pbe_d4: 0.09083921
27/03/2025 13:58:23 Epoch 20 train_e_pbe_d4_rmse: 0.01472552
27/03/2025 13:58:23 Epoch 20 train_f_pbe_d4_rmse: 0.09083921
27/03/2025 13:58:23 Epoch 20 lr-Adam: 0.01000000
27/03/2025 13:58:23 Epoch 20 val_e_pbe_d4_rmse: 0.00507226
27/03/2025 13:58:23 Epoch 20 val_f_pbe_d4_rmse: 0.09668142
27/03/2025 14:00:00 Epoch 21 val_loss: 7.76523972
27/03/2025 14:00:00 Epoch 21 train_e_pbe_d4: 0.00934590
27/03/2025 14:00:00 Epoch 21 train_f_pbe_d4: 0.06991186
27/03/2025 14:00:00 Epoch 21 train_e_pbe_d4_rmse: 0.00934590
27/03/2025 14:00:00 Epoch 21 train_f_pbe_d4_rmse: 0.06991186
27/03/2025 14:00:00 Epoch 21 lr-Adam: 0.01000000
27/03/2025 14:00:00 Epoch 21 val_e_pbe_d4_rmse: 0.00237856
27/03/2025 14:00:00 Epoch 21 val_f_pbe_d4_rmse: 0.08601824
27/03/2025 14:01:37 Epoch 22 val_loss: 7.22792864
27/03/2025 14:01:37 Epoch 22 train_e_pbe_d4: 0.00431896
27/03/2025 14:01:37 Epoch 22 train_f_pbe_d4: 0.08858474
27/03/2025 14:01:37 Epoch 22 train_e_pbe_d4_rmse: 0.00431896
27/03/2025 14:01:37 Epoch 22 train_f_pbe_d4_rmse: 0.08858474
27/03/2025 14:01:37 Epoch 22 lr-Adam: 0.01000000
27/03/2025 14:01:37 Epoch 22 val_e_pbe_d4_rmse: 0.00208778
27/03/2025 14:01:37 Epoch 22 val_f_pbe_d4_rmse: 0.08119227
27/03/2025 14:03:14 Epoch 23 val_loss: 7.17692804
27/03/2025 14:03:14 Epoch 23 train_e_pbe_d4: 0.00521349
27/03/2025 14:03:14 Epoch 23 train_f_pbe_d4: 0.09410536
27/03/2025 14:03:14 Epoch 23 train_e_pbe_d4_rmse: 0.00521349
27/03/2025 14:03:14 Epoch 23 train_f_pbe_d4_rmse: 0.09410536
27/03/2025 14:03:14 Epoch 23 lr-Adam: 0.01000000
27/03/2025 14:03:14 Epoch 23 val_e_pbe_d4_rmse: 0.00628012
27/03/2025 14:03:14 Epoch 23 val_f_pbe_d4_rmse: 0.08092275
27/03/2025 14:04:51 Epoch 24 val_loss: 5.99542713
27/03/2025 14:04:51 Epoch 24 train_e_pbe_d4: 0.00708752
27/03/2025 14:04:51 Epoch 24 train_f_pbe_d4: 0.05531234
27/03/2025 14:04:51 Epoch 24 train_e_pbe_d4_rmse: 0.00708752
27/03/2025 14:04:51 Epoch 24 train_f_pbe_d4_rmse: 0.05531234
27/03/2025 14:04:51 Epoch 24 lr-Adam: 0.01000000
27/03/2025 14:04:51 Epoch 24 val_e_pbe_d4_rmse: 0.00568531
27/03/2025 14:04:51 Epoch 24 val_f_pbe_d4_rmse: 0.07400268
27/03/2025 14:06:27 Epoch 25 val_loss: 4.75882196
27/03/2025 14:06:27 Epoch 25 train_e_pbe_d4: 0.00720506
27/03/2025 14:06:27 Epoch 25 train_f_pbe_d4: 0.07956954
27/03/2025 14:06:27 Epoch 25 train_e_pbe_d4_rmse: 0.00720506
27/03/2025 14:06:27 Epoch 25 train_f_pbe_d4_rmse: 0.07956954
27/03/2025 14:06:27 Epoch 25 lr-Adam: 0.01000000
27/03/2025 14:06:27 Epoch 25 val_e_pbe_d4_rmse: 0.00252987
27/03/2025 14:06:27 Epoch 25 val_f_pbe_d4_rmse: 0.06483926
27/03/2025 14:08:04 Epoch 26 val_loss: 6.33765459
27/03/2025 14:08:05 Epoch 26 train_e_pbe_d4: 0.00674048
27/03/2025 14:08:05 Epoch 26 train_f_pbe_d4: 0.05062940
27/03/2025 14:08:05 Epoch 26 train_e_pbe_d4_rmse: 0.00674048
27/03/2025 14:08:05 Epoch 26 train_f_pbe_d4_rmse: 0.05062940
27/03/2025 14:08:05 Epoch 26 lr-Adam: 0.01000000
27/03/2025 14:08:05 Epoch 26 val_e_pbe_d4_rmse: 0.01476877
27/03/2025 14:08:05 Epoch 26 val_f_pbe_d4_rmse: 0.07211494
27/03/2025 14:09:42 Epoch 27 val_loss: 6.41332626
27/03/2025 14:09:42 Epoch 27 train_e_pbe_d4: 0.01654946
27/03/2025 14:09:42 Epoch 27 train_f_pbe_d4: 0.04871530
27/03/2025 14:09:42 Epoch 27 train_e_pbe_d4_rmse: 0.01654946
27/03/2025 14:09:42 Epoch 27 train_f_pbe_d4_rmse: 0.04871530
27/03/2025 14:09:42 Epoch 27 lr-Adam: 0.01000000
27/03/2025 14:09:42 Epoch 27 val_e_pbe_d4_rmse: 0.00850038
27/03/2025 14:09:42 Epoch 27 val_f_pbe_d4_rmse: 0.07596042
27/03/2025 14:11:18 Epoch 28 val_loss: 7.39451504
27/03/2025 14:11:18 Epoch 28 train_e_pbe_d4: 0.00149535
27/03/2025 14:11:18 Epoch 28 train_f_pbe_d4: 0.04495919
27/03/2025 14:11:18 Epoch 28 train_e_pbe_d4_rmse: 0.00149535
27/03/2025 14:11:18 Epoch 28 train_f_pbe_d4_rmse: 0.04495919
27/03/2025 14:11:18 Epoch 28 lr-Adam: 0.01000000
27/03/2025 14:11:18 Epoch 28 val_e_pbe_d4_rmse: 0.00959613
27/03/2025 14:11:18 Epoch 28 val_f_pbe_d4_rmse: 0.08106984
27/03/2025 14:12:55 Epoch 29 val_loss: 13.66382122
27/03/2025 14:12:55 Epoch 29 train_e_pbe_d4: 0.00086798
27/03/2025 14:12:55 Epoch 29 train_f_pbe_d4: 0.08717060
27/03/2025 14:12:55 Epoch 29 train_e_pbe_d4_rmse: 0.00086798
27/03/2025 14:12:55 Epoch 29 train_f_pbe_d4_rmse: 0.08717060
27/03/2025 14:12:55 Epoch 29 lr-Adam: 0.01000000
27/03/2025 14:12:55 Epoch 29 val_e_pbe_d4_rmse: 0.00235144
27/03/2025 14:12:55 Epoch 29 val_f_pbe_d4_rmse: 0.11621054
27/03/2025 14:14:31 Epoch 30 val_loss: 5.56640625
27/03/2025 14:14:31 Epoch 30 train_e_pbe_d4: 0.00634916
27/03/2025 14:14:31 Epoch 30 train_f_pbe_d4: 0.06827160
27/03/2025 14:14:31 Epoch 30 train_e_pbe_d4_rmse: 0.00634916
27/03/2025 14:14:31 Epoch 30 train_f_pbe_d4_rmse: 0.06827160
27/03/2025 14:14:31 Epoch 30 lr-Adam: 0.01000000
27/03/2025 14:14:31 Epoch 30 val_e_pbe_d4_rmse: 0.00395577
27/03/2025 14:14:31 Epoch 30 val_f_pbe_d4_rmse: 0.07180486
27/03/2025 14:16:08 Epoch 31 val_loss: 5.99359131
27/03/2025 14:16:08 Epoch 31 train_e_pbe_d4: 0.00111322
27/03/2025 14:16:08 Epoch 31 train_f_pbe_d4: 0.07235648
27/03/2025 14:16:08 Epoch 31 train_e_pbe_d4_rmse: 0.00111322
27/03/2025 14:16:08 Epoch 31 train_f_pbe_d4_rmse: 0.07235648
27/03/2025 14:16:08 Epoch 31 lr-Adam: 0.01000000
27/03/2025 14:16:08 Epoch 31 val_e_pbe_d4_rmse: 0.00527079
27/03/2025 14:16:08 Epoch 31 val_f_pbe_d4_rmse: 0.07449736
27/03/2025 14:17:45 Epoch 32 val_loss: 5.08570719
27/03/2025 14:17:45 Epoch 32 train_e_pbe_d4: 0.01537137
27/03/2025 14:17:45 Epoch 32 train_f_pbe_d4: 0.04412321
27/03/2025 14:17:45 Epoch 32 train_e_pbe_d4_rmse: 0.01537137
27/03/2025 14:17:45 Epoch 32 train_f_pbe_d4_rmse: 0.04412321
27/03/2025 14:17:45 Epoch 32 lr-Adam: 0.01000000
27/03/2025 14:17:45 Epoch 32 val_e_pbe_d4_rmse: 0.00747573
